TODO: Also check REG_ANCHORINDEX vs. anchor	IMPLEMENTATION	0.9158161351985121	IMPLEMENTATION	0.0841838648014879	WITHOUT_CLASSIFICATION
index of the last char in the block, so the block size == last + 1.	WITHOUT_CLASSIFICATION	0.9999978231290519	WITHOUT_CLASSIFICATION	2.176870947974025E-6	IMPLEMENTATION
index in zptr[] of original string after sorting.	WITHOUT_CLASSIFICATION	0.9999974871643552	WITHOUT_CLASSIFICATION	2.512835644817053E-6	IMPLEMENTATION
throw new CCoruptionError();	WITHOUT_CLASSIFICATION	0.9999683736009162	WITHOUT_CLASSIFICATION	3.162639908381298E-5	IMPLEMENTATION
throw new IOException("Invalid block size");	WITHOUT_CLASSIFICATION	0.9999152601344905	WITHOUT_CLASSIFICATION	8.473986550950942E-5	IMPLEMENTATION
not a char and not EOF	WITHOUT_CLASSIFICATION	0.9988969854678297	WITHOUT_CLASSIFICATION	0.0011030145321702565	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
A bad CRC is considered a fatal error.	WITHOUT_CLASSIFICATION	0.9999754952429272	WITHOUT_CLASSIFICATION	2.450475707288544E-5	IMPLEMENTATION
currBlockNo++;	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
Now the selectors	WITHOUT_CLASSIFICATION	0.9999513800509721	WITHOUT_CLASSIFICATION	4.861994902786098E-5	IMPLEMENTATION
Now the coding tables	WITHOUT_CLASSIFICATION	0.999989188426494	WITHOUT_CLASSIFICATION	1.0811573505991412E-5	IMPLEMENTATION
Create the Huffman decoding tables	WITHOUT_CLASSIFICATION	0.9999943285410301	WITHOUT_CLASSIFICATION	5.671458969963584E-6	IMPLEMENTATION
Receive the mapping table	WITHOUT_CLASSIFICATION	0.9999608937184192	WITHOUT_CLASSIFICATION	3.910628158078881E-5	IMPLEMENTATION
XXX	WITHOUT_CLASSIFICATION	0.9999703446288166	WITHOUT_CLASSIFICATION	2.9655371183349102E-5	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999837059168527	WITHOUT_CLASSIFICATION	1.6294083147235147E-5	IMPLEMENTATION
If you are ever unlucky/improbable enough to get a stack overflow whilst sorting, increase the following constant and try again. In practice I have never seen the stack go above 27 elems, so the following limit seems very generous.	WITHOUT_CLASSIFICATION	0.9999892318918178	WITHOUT_CLASSIFICATION	1.0768108182158895E-5	IMPLEMENTATION
Knuth's increments seem to work better than Incerpi-Sedgewick here. Possibly because the number of elems to sort is usually small, typically <= 20.	WITHOUT_CLASSIFICATION	0.9998792728892616	WITHOUT_CLASSIFICATION	1.2072711073831739E-4	IMPLEMENTATION
Used when sorting. If too many long comparisons happen, we stop sorting, randomise the block slightly, and try again.	WITHOUT_CLASSIFICATION	0.9999955758630127	WITHOUT_CLASSIFICATION	4.424136987337476E-6	IMPLEMENTATION
ch = 0;	WITHOUT_CLASSIFICATION	0.9999533571954491	WITHOUT_CLASSIFICATION	4.6642804550851287E-5	IMPLEMENTATION
index in zptr[] of original string after sorting.	WITHOUT_CLASSIFICATION	0.9999974871643552	WITHOUT_CLASSIFICATION	2.512835644817053E-6	IMPLEMENTATION
The back end needs a place to store the MTF values whilst it calculates the coding tables. We could put them in the zptr array. However, these values will fit in a short, so we overlay szptr at the start of zptr, in the hope of reducing the number of cache misses induced by the multiple traversals of the MTF values when calculating coding tables. Seems to improve compression speed by about 1%.	WITHOUT_CLASSIFICATION	0.9999969633053721	WITHOUT_CLASSIFICATION	3.0366946279428774E-6	IMPLEMENTATION
Nodes and heap entries run from 1. Entry 0 for both the heap and nodes is a sentinel.	WITHOUT_CLASSIFICATION	0.9999999297293061	WITHOUT_CLASSIFICATION	7.027069399393795E-8	IMPLEMENTATION
throw new CError();	WITHOUT_CLASSIFICATION	0.9999619527401757	WITHOUT_CLASSIFICATION	3.804725982428693E-5	IMPLEMENTATION
szptr = zptr;	WITHOUT_CLASSIFICATION	0.9999161168348043	WITHOUT_CLASSIFICATION	8.388316519571997E-5	IMPLEMENTATION
blockNo++;	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
write 8-bit	WITHOUT_CLASSIFICATION	0.9998948524118841	WITHOUT_CLASSIFICATION	1.0514758811589064E-4	IMPLEMENTATION
write 8-bit	WITHOUT_CLASSIFICATION	0.9998948524118841	WITHOUT_CLASSIFICATION	1.0514758811589064E-4	IMPLEMENTATION
sort the block and establish posn of original string	WITHOUT_CLASSIFICATION	0.9999419056539166	WITHOUT_CLASSIFICATION	5.8094346083315966E-5	IMPLEMENTATION
Now the block's CRC, so it is in a known place.	WITHOUT_CLASSIFICATION	0.9999995975017685	WITHOUT_CLASSIFICATION	4.0249823160050745E-7	IMPLEMENTATION
Now a single bit indicating randomisation.	WITHOUT_CLASSIFICATION	0.999883619154579	WITHOUT_CLASSIFICATION	1.1638084542107713E-4	IMPLEMENTATION
Finally, block's contents proper.	WITHOUT_CLASSIFICATION	0.9999902961256565	WITHOUT_CLASSIFICATION	9.70387434356632E-6	IMPLEMENTATION
Now another magic 48-bit number, 0x177245385090, to indicate the end of the last block. (sqrt(pi), if you want to know. I did want to use e, but it contains too much repetition -- 27 18 28 18 28 46 -- for me to feel statistically comfortable. Call me paranoid.)	WITHOUT_CLASSIFICATION	0.9999998786533891	WITHOUT_CLASSIFICATION	1.2134661075713294E-7	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
In the various block-sized structures, live data runs from 0 to last+NUM_OVERSHOOT_BYTES inclusive. First, set up the overshoot area for block.	WITHOUT_CLASSIFICATION	0.9999999647780368	WITHOUT_CLASSIFICATION	3.522196334636485E-8	IMPLEMENTATION
Use simpleSort(), since the full sorting mechanism has quite a large constant overhead.	WITHOUT_CLASSIFICATION	0.9999930819225433	WITHOUT_CLASSIFICATION	6.918077456676373E-6	IMPLEMENTATION
Now ftab contains the first loc of every small bucket. Calculate the running order, from smallest to largest big bucket.	WITHOUT_CLASSIFICATION	0.9999980115455418	WITHOUT_CLASSIFICATION	1.9884544580772937E-6	IMPLEMENTATION
The main sorting loop.	WITHOUT_CLASSIFICATION	0.9996482879187313	WITHOUT_CLASSIFICATION	3.5171208126869073E-4	IMPLEMENTATION
Process big buckets, starting with the least full.	WITHOUT_CLASSIFICATION	0.9999543994039911	WITHOUT_CLASSIFICATION	4.5600596008959787E-5	IMPLEMENTATION
{{{ close() method	WITHOUT_CLASSIFICATION	0.9998702437496934	WITHOUT_CLASSIFICATION	1.2975625030656917E-4	IMPLEMENTATION
handle 16 bit signed numbers	WITHOUT_CLASSIFICATION	0.9997261767092767	WITHOUT_CLASSIFICATION	2.73823290723283E-4	IMPLEMENTATION
Decide how many coding tables to use	WITHOUT_CLASSIFICATION	0.9995725093833404	WITHOUT_CLASSIFICATION	4.2749061665960526E-4	IMPLEMENTATION
Generate an initial set of coding tables	WITHOUT_CLASSIFICATION	0.9999991990815592	WITHOUT_CLASSIFICATION	8.009184408611843E-7	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
Iterate up to N_ITERS times to improve the tables.	WITHOUT_CLASSIFICATION	0.9996154391726085	WITHOUT_CLASSIFICATION	3.845608273914152E-4	IMPLEMENTATION
Set group start & end marks.	WITHOUT_CLASSIFICATION	0.9999929646926269	WITHOUT_CLASSIFICATION	7.035307373105323E-6	IMPLEMENTATION
Calculate the cost of this group as coded by each of the coding tables.	WITHOUT_CLASSIFICATION	0.9999808239903041	WITHOUT_CLASSIFICATION	1.9176009695924616E-5	IMPLEMENTATION
run jEditLauncher installation	WITHOUT_CLASSIFICATION	0.9999549955148699	WITHOUT_CLASSIFICATION	4.500448513014995E-5	IMPLEMENTATION
Increment the symbol frequencies for the selected table.	WITHOUT_CLASSIFICATION	0.9999866793428226	WITHOUT_CLASSIFICATION	1.3320657177393146E-5	IMPLEMENTATION
Recompute the tables based on the accumulated frequencies.	WITHOUT_CLASSIFICATION	0.9999572804740984	WITHOUT_CLASSIFICATION	4.27195259016447E-5	IMPLEMENTATION
Compute MTF values for the selectors.	WITHOUT_CLASSIFICATION	0.9999987548908902	WITHOUT_CLASSIFICATION	1.2451091098327747E-6	IMPLEMENTATION
Assign actual codes for the tables.	WITHOUT_CLASSIFICATION	0.9999659395090419	WITHOUT_CLASSIFICATION	3.406049095813495E-5	IMPLEMENTATION
Transmit the mapping table.	WITHOUT_CLASSIFICATION	0.9999729683583587	WITHOUT_CLASSIFICATION	2.703164164137217E-5	IMPLEMENTATION
Now the selectors.	WITHOUT_CLASSIFICATION	0.9999513800509721	WITHOUT_CLASSIFICATION	4.861994902786098E-5	IMPLEMENTATION
11	WITHOUT_CLASSIFICATION	0.9999712646474025	WITHOUT_CLASSIFICATION	2.873535259749006E-5	IMPLEMENTATION
And finally, the block data proper	WITHOUT_CLASSIFICATION	0.9999891210739625	WITHOUT_CLASSIFICATION	1.0878926037494325E-5	IMPLEMENTATION
copy 1	WITHOUT_CLASSIFICATION	0.9999737100480515	WITHOUT_CLASSIFICATION	2.6289951948560075E-5	IMPLEMENTATION
copy 2	WITHOUT_CLASSIFICATION	0.9999767619335964	WITHOUT_CLASSIFICATION	2.323806640365362E-5	IMPLEMENTATION
( (this.assemLen + numToWrite ) < this.recordBuf.length )	WITHOUT_CLASSIFICATION	0.9998148008939777	WITHOUT_CLASSIFICATION	1.851991060223629E-4	IMPLEMENTATION
When we get here we have EITHER: o An empty "assemble" buffer. o No bytes to write (numToWrite == 0)	WITHOUT_CLASSIFICATION	0.9998911069305064	WITHOUT_CLASSIFICATION	1.0889306949357188E-4	IMPLEMENTATION
in.close();	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
Pass 1: compute preferred row heights / column widths	WITHOUT_CLASSIFICATION	0.9999247724490827	WITHOUT_CLASSIFICATION	7.522755091726018E-5	IMPLEMENTATION
Pass 2: redistribute free space	WITHOUT_CLASSIFICATION	0.9999294092246268	WITHOUT_CLASSIFICATION	7.059077537317695E-5	IMPLEMENTATION
synchronized	WITHOUT_CLASSIFICATION	0.9999486572111923	WITHOUT_CLASSIFICATION	5.134278880769874E-5	IMPLEMENTATION
on by default	WITHOUT_CLASSIFICATION	0.9999909222730752	WITHOUT_CLASSIFICATION	9.077726924815626E-6	IMPLEMENTATION
create app start script	WITHOUT_CLASSIFICATION	0.9999813484086097	WITHOUT_CLASSIFICATION	1.8651591390209117E-5	IMPLEMENTATION
Delete existing copy	WITHOUT_CLASSIFICATION	0.9999647881740634	WITHOUT_CLASSIFICATION	3.5211825936605735E-5	IMPLEMENTATION
Write simple script	WITHOUT_CLASSIFICATION	0.9999784328678023	WITHOUT_CLASSIFICATION	2.1567132197737466E-5	IMPLEMENTATION
Make it executable	WITHOUT_CLASSIFICATION	0.9997401449566529	WITHOUT_CLASSIFICATION	2.5985504334711173E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ Package-private members	WITHOUT_CLASSIFICATION	0.9999585513574295	WITHOUT_CLASSIFICATION	4.144864257040967E-5	IMPLEMENTATION
XXX	WITHOUT_CLASSIFICATION	0.9999703446288166	WITHOUT_CLASSIFICATION	2.9655371183349102E-5	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999837059168527	WITHOUT_CLASSIFICATION	1.6294083147235147E-5	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999837059168527	WITHOUT_CLASSIFICATION	1.6294083147235147E-5	IMPLEMENTATION
new JEditLauncherOSTask(installer)	WITHOUT_CLASSIFICATION	0.999933834182204	WITHOUT_CLASSIFICATION	6.616581779588665E-5	IMPLEMENTATION
install user-selected packages	WITHOUT_CLASSIFICATION	0.9999128486181942	WITHOUT_CLASSIFICATION	8.715138180583492E-5	IMPLEMENTATION
do operating system specific stuff (creating startup scripts, installing man pages, etc.)	WITHOUT_CLASSIFICATION	0.99993132728928	WITHOUT_CLASSIFICATION	6.867271072001693E-5	IMPLEMENTATION
System.err.println(fileName);	WITHOUT_CLASSIFICATION	0.999957044998078	WITHOUT_CLASSIFICATION	4.295500192202174E-5	IMPLEMENTATION
label == null means no configurable options	WITHOUT_CLASSIFICATION	0.999758974814922	WITHOUT_CLASSIFICATION	2.4102518507797174E-4	IMPLEMENTATION
can't happen	WITHOUT_CLASSIFICATION	0.9999802200465736	WITHOUT_CLASSIFICATION	1.9779953426342564E-5	IMPLEMENTATION
{{{ getShortcut() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getPosition() method	WITHOUT_CLASSIFICATION	0.9998921992783552	WITHOUT_CLASSIFICATION	1.0780072164474356E-4	IMPLEMENTATION
{{{ Marker constructor	WITHOUT_CLASSIFICATION	0.9999255996709793	WITHOUT_CLASSIFICATION	7.44003290206996E-5	IMPLEMENTATION
{{{ setShortcut() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ createPosition() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ removePosition() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
forget the cached Position instance	WITHOUT_CLASSIFICATION	0.999953740882903	WITHOUT_CLASSIFICATION	4.625911709694662E-5	IMPLEMENTATION
{{{ setPosition() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ isPerspectiveDirty() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ setPerspectiveDirty() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ loadPerspective() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ savePerspective() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
backgrounded	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
{{{ input() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ runScript() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ PerspectiveHandler class	WITHOUT_CLASSIFICATION	0.99998714992406	WITHOUT_CLASSIFICATION	1.2850075940035163E-5	IMPLEMENTATION
this will result in a slight speed up, since we don't need to read the DTD anyway, as AElfred is non-validating	WITHOUT_CLASSIFICATION	0.9999998066464421	WITHOUT_CLASSIFICATION	1.933535579748456E-7	IMPLEMENTATION
{{{ showRunScriptDialog() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ message() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ error() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
save dockable window geometry, and close 'em	WITHOUT_CLASSIFICATION	0.9999935909034717	WITHOUT_CLASSIFICATION	6.40909652822727E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ input() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
only executed if above loop falls through, ie there is no handler for this file	WITHOUT_CLASSIFICATION	0.9999978420961827	WITHOUT_CLASSIFICATION	2.1579038172015696E-6	IMPLEMENTATION
{{{ confirm() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ confirm() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ loadMacros() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ registerHandler() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getHandlers() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getHandlerForFileName() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ getHandler() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getMacroHierarchy() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getMacroActionSet() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getMacro() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Macro class	WITHOUT_CLASSIFICATION	0.999984541014595	WITHOUT_CLASSIFICATION	1.5458985404987504E-5	IMPLEMENTATION
{{{ Macro constructor	WITHOUT_CLASSIFICATION	0.9999254845933778	WITHOUT_CLASSIFICATION	7.451540662211913E-5	IMPLEMENTATION
{{{ getPath() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ getHandler() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ invoke() method	WITHOUT_CLASSIFICATION	0.999869981552266	WITHOUT_CLASSIFICATION	1.3001844773400355E-4	IMPLEMENTATION
{{{ getCode() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ macroNameToLabel() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ loadMacros() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ recordTemporaryMacro() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ recordMacro() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ stopRecording() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ runTemporaryMacro() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
I already wrote a comment expaining this in Macro.invoke().	WITHOUT_CLASSIFICATION	0.9999296550402744	WITHOUT_CLASSIFICATION	7.034495972550748E-5	IMPLEMENTATION
{{{ Static variables	WITHOUT_CLASSIFICATION	0.9999626824536623	WITHOUT_CLASSIFICATION	3.731754633776964E-5	IMPLEMENTATION
{{{ Class initializer	WITHOUT_CLASSIFICATION	0.999986071277038	WITHOUT_CLASSIFICATION	1.392872296194441E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ recordMacro() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
do nothing!	WITHOUT_CLASSIFICATION	0.9999637950143573	WITHOUT_CLASSIFICATION	3.6204985642615297E-5	IMPLEMENTATION
{{{ try to merge with an existing menu first	WITHOUT_CLASSIFICATION	0.9999822317765774	WITHOUT_CLASSIFICATION	1.776822342259611E-5	IMPLEMENTATION
{{{ addMacro() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
ignore if already added. see comment in loadMacros().	WITHOUT_CLASSIFICATION	0.9999996638994926	WITHOUT_CLASSIFICATION	3.361005073783655E-7	IMPLEMENTATION
setting the message to 'null' causes the status bar to check if a recording is in progress	WITHOUT_CLASSIFICATION	0.9999701529532043	WITHOUT_CLASSIFICATION	2.984704679572295E-5	IMPLEMENTATION
{{{ Recorder class	WITHOUT_CLASSIFICATION	0.999984541014595	WITHOUT_CLASSIFICATION	1.5458985404987504E-5	IMPLEMENTATION
{{{ Recorder constructor	WITHOUT_CLASSIFICATION	0.9999254845933778	WITHOUT_CLASSIFICATION	7.451540662211913E-5	IMPLEMENTATION
{{{ record() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ record() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ handleMessage() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ recordInput() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ recordInput() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ append() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ dispose() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
